annee_numero_de_tirage;date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance
2014007;2014-01-15;7;20;35;37;30;6
2014075;2014-06-23;40;38;32;4;31;4
2013156;2013-12-30;20;22;44;41;11;8
2014074;2014-06-21;11;3;30;29;32;1
2013153;2013-12-23;34;29;41;37;18;5
2017026;2017-01-03;33;31;16;46;20;5
2014065;2014-05-31;16;2;28;40;14;1
2013152;2013-12-21;24;18;19;33;10;4
2017025;2017-02-27;3;37;16;17;47;5
2014064;2014-05-28;9;26;8;48;46;7
2013150;2013-12-16;36;31;1;37;33;6
2017023;2017-02-22;17;25;22;35;43;10
2014063;2014-05-26;3;8;40;39;32;1
2013149;2013-12-14;46;45;8;30;18;1
2017022;2017-02-20;20;29;43;41;15;10
2014060;2014-05-19;49;41;8;9;40;3
2013148;2013-11-12;43;4;39;40;27;8
2017021;2017-02-18;32;23;49;1;3;4
2014059;2014-05-17;48;41;37;32;43;7
2013132;2013-04-11;13;18;8;24;15;6
2017020;2017-02-15;8;16;21;14;24;10
2014058;2014-05-14;6;25;21;5;33;1
2013129;2013-10-28;44;32;8;14;23;8
2017019;2017-02-13;5;16;39;44;18;3
2014054;2014-05-05;28;16;37;19;2;10
2013126;2013-10-21;25;32;35;17;36;7
2017017;2017-08-02;17;33;37;40;19;6
2014052;2014-04-30;32;35;19;23;43;10
2013124;2013-10-16;9;12;40;23;14;8
2017014;2017-01-02;45;24;17;46;9;7
2014047;2014-04-19;22;40;21;12;45;8
2013120;2013-07-10;16;31;6;46;15;5
2017013;2017-01-30;4;22;40;23;32;4
2014046;2014-04-16;26;25;12;49;8;1
2013117;2013-09-30;10;26;45;15;28;9
2017012;2017-01-28;6;5;10;2;26;5
2014045;2014-04-14;11;7;43;45;14;3
2013115;2013-09-25;6;2;44;43;12;5
2017011;2017-01-25;10;19;20;28;4;2
2014039;2014-03-31;28;6;7;32;2;4
2013113;2013-09-21;41;30;17;26;16;9
2017007;2017-01-16;35;32;14;37;26;5
2014036;2014-03-24;18;41;39;21;37;9
2013112;2013-09-18;35;26;45;4;40;3
2017006;2017-01-14;19;18;44;37;16;1
2014032;2014-03-15;5;26;30;15;37;4
2013097;2013-08-14;30;22;5;35;17;2
2017005;2017-11-01;30;13;28;22;19;3
2014031;2014-12-03;42;36;1;20;25;10
2013095;2013-10-08;19;5;41;15;24;5
2017001;2017-02-01;31;38;11;19;40;5
2014023;2014-02-22;30;26;48;32;1;10
2013092;2013-03-08;44;22;33;27;17;9
2016155;2016-12-26;3;16;27;29;37;6
2014017;2014-08-02;6;7;39;38;14;7
2013091;2013-07-31;28;31;23;41;8;7
2016154;2016-12-24;22;48;7;20;35;1
2014011;2014-01-25;18;37;17;14;30;5
2013089;2013-07-27;35;44;29;37;10;4
2016153;2016-12-21;25;42;17;39;22;6
2013155;2013-12-28;1;16;20;32;26;7
2013088;2013-07-24;27;37;19;36;44;3
2016152;2016-12-19;17;40;41;26;3;7
2013154;2013-12-25;36;23;45;28;24;3
2013085;2013-07-17;16;8;17;48;31;4
2016151;2016-12-17;13;5;16;32;2;5
2013151;2013-12-18;36;46;38;8;30;1
2013084;2013-07-15;34;7;43;33;44;9
2016146;2016-05-12;29;30;23;6;26;4
2013145;2013-04-12;21;34;27;25;29;3
2013080;2013-06-07;13;35;30;44;12;2
2016145;2016-03-12;11;13;38;4;44;7
2013141;2013-11-25;27;15;16;4;42;4
2013077;2013-06-29;23;37;8;14;9;7
2016144;2016-11-30;9;33;31;3;40;5
2013140;2013-11-23;4;2;48;12;33;9
2013076;2013-06-26;39;16;19;29;12;8
2016143;2016-11-28;41;45;20;10;38;6
2013139;2013-11-20;35;28;46;14;18;1
2013074;2013-06-22;21;26;37;16;35;8
2016137;2016-11-14;41;6;14;16;26;2
2013138;2013-11-18;36;46;29;3;28;10
2013072;2013-06-17;38;39;3;17;1;1
2016134;2016-07-11;1;46;21;6;31;6
2013137;2013-11-16;38;44;20;29;33;8
2013071;2013-06-15;32;38;26;4;23;2
2016132;2016-02-11;26;1;49;7;14;10
2013136;2013-11-13;7;38;16;36;47;6
2013070;2013-12-06;20;40;46;3;44;4
2016131;2016-10-31;11;35;16;29;41;4
2013135;2013-11-11;42;48;32;12;16;9
2013066;2013-03-06;14;4;38;34;25;9
2016127;2016-10-22;29;41;3;43;35;8
2013134;2013-09-11;39;33;12;30;9;4
2013058;2013-05-15;32;27;8;13;11;4
2016125;2016-10-17;8;31;48;39;22;4
2013130;2013-10-30;46;48;14;21;35;1
2013057;2013-05-13;23;29;40;49;15;5
2016120;2016-05-10;18;28;15;2;43;3
2013122;2013-12-10;24;32;22;4;17;8
2013055;2013-08-05;13;5;43;25;15;10
2016117;2016-09-28;44;46;29;42;45;3
2013121;2013-09-10;1;26;18;20;12;2
2013053;2013-04-05;6;13;40;45;15;4
2016113;2016-09-19;41;37;20;18;45;10
2013119;2013-05-10;9;7;14;27;38;9
2013051;2013-04-29;12;21;39;11;27;9
2016112;2016-09-17;12;3;4;34;25;2
2013118;2013-02-10;11;21;39;17;6;7
2013045;2013-04-15;45;20;21;26;46;3
2016109;2016-10-09;46;38;29;31;19;6
2013111;2013-09-16;6;15;24;38;26;5
2013039;2013-01-04;47;16;10;43;27;2
2016105;2016-08-31;12;26;19;47;10;1
2013110;2013-09-14;49;18;28;24;43;7
2013036;2013-03-25;29;25;14;41;10;4
2016103;2016-08-27;45;21;2;31;23;8
2013109;2013-11-09;35;13;7;6;23;2
2013032;2013-03-16;16;5;46;33;38;5
2016094;2016-06-08;44;12;7;25;31;10
2013108;2013-09-09;22;23;35;3;5;7
2013031;2013-03-13;13;12;34;41;40;7
2016092;2016-01-08;45;29;36;42;24;7
2013107;2013-07-09;25;24;44;11;1;3
2013024;2013-02-25;43;18;17;14;46;2
2016091;2016-07-30;30;9;22;46;23;9
2013105;2013-02-09;46;16;20;41;8;8
2013021;2013-02-18;2;13;19;41;5;5
2016086;2016-07-18;29;25;2;39;20;7
2013099;2013-08-19;40;25;2;3;46;9
2013020;2013-02-16;19;34;26;27;4;6
2016085;2016-07-16;45;21;46;48;11;4
2013093;2013-05-08;24;39;11;6;43;4
2013015;2013-04-02;34;33;18;6;30;2
2016082;2016-09-07;46;15;6;39;3;10
2013090;2013-07-29;4;34;40;35;36;5
2013014;2013-02-02;45;33;7;6;34;3
2016081;2016-06-07;26;38;47;13;16;8
2013087;2013-07-22;12;32;29;7;38;1
2013008;2013-01-19;22;23;45;42;9;8
2016078;2016-06-29;17;22;9;14;48;10
2013086;2013-07-20;48;28;9;17;30;7
2013003;2013-07-01;45;31;15;32;48;5
2016076;2016-06-25;16;20;19;35;49;3
2013078;2013-01-07;5;31;21;37;38;6
2012152;2012-12-19;5;10;25;19;49;8
2016075;2016-06-22;4;27;10;36;5;9
2013073;2013-06-19;32;22;17;43;19;1
2012151;2012-12-17;16;27;39;29;32;5
2016072;2016-06-15;34;2;8;5;33;10
2013068;2013-08-06;19;33;29;32;17;2
2012147;2012-08-12;22;47;45;24;28;2
2016071;2016-06-13;28;36;5;21;8;8
2013067;2013-05-06;27;41;23;25;4;1
2012146;2012-05-12;28;24;36;45;27;8
2016057;2016-11-05;31;44;29;19;15;10
2013064;2013-05-29;34;41;48;23;45;7
2012143;2012-11-28;16;34;28;4;11;1
2016056;2016-09-05;24;29;4;11;14;1
2013061;2013-05-22;3;34;2;17;13;9
2012138;2012-11-17;8;6;27;37;33;7
2016055;2016-07-05;35;33;42;20;14;4
2013059;2013-05-18;4;5;20;7;17;3
2012134;2012-07-11;34;16;21;2;40;7
2016049;2016-04-23;26;15;22;2;17;7
2013056;2013-11-05;26;49;45;3;16;9
2012128;2012-10-24;30;24;5;40;17;7
2016046;2016-04-16;33;25;36;39;40;9
2013054;2013-06-05;48;13;15;24;23;7
2012126;2012-10-20;34;14;11;24;41;5
2016044;2016-11-04;34;29;4;26;25;2
2013050;2013-04-27;17;26;39;19;9;10
2012125;2012-10-17;19;10;32;20;13;2
2016038;2016-03-28;26;2;28;4;15;2
2013047;2013-04-20;28;24;3;42;9;9
2012123;2012-10-13;41;49;1;35;16;4
2016037;2016-03-26;14;3;20;17;1;1
2013043;2013-10-04;9;18;3;45;28;5
2012122;2012-10-10;16;35;37;3;19;3
2016033;2016-03-16;43;18;11;7;9;10
2013040;2013-03-04;36;18;37;42;45;8
2012121;2012-08-10;39;32;24;13;27;2
2016032;2016-03-14;19;39;27;14;36;8
2013038;2013-03-30;26;10;9;30;34;2
2012118;2012-01-10;34;2;40;29;41;6
2016031;2016-12-03;27;17;9;25;46;6
2013037;2013-03-27;21;47;24;49;33;3
2012113;2012-09-19;49;5;34;27;41;7
2016027;2016-02-03;40;48;44;20;34;2
2013035;2013-03-23;17;11;41;9;24;6
2012105;2012-01-09;28;5;22;25;13;10
2016026;2016-02-29;13;3;1;24;45;1
2013034;2013-03-20;37;5;1;49;12;7
2012102;2012-08-25;9;13;2;29;10;9
2016022;2016-02-20;9;33;34;41;20;8
2013029;2013-09-03;49;4;40;11;22;5
2012100;2012-08-20;45;26;33;27;11;2
2016021;2016-02-17;29;17;40;34;2;10
2013028;2013-06-03;28;36;42;26;44;4
2012099;2012-08-18;25;26;42;12;2;7
2016020;2016-02-15;37;21;38;4;10;5
2013026;2013-02-03;18;38;5;22;30;2
2012098;2012-08-15;13;24;2;15;19;5
2016018;2016-10-02;44;46;1;27;48;10
2013025;2013-02-27;25;40;21;34;6;7
2012095;2012-08-08;32;35;42;11;1;4
2016017;2016-08-02;30;1;28;39;11;6
2013016;2013-06-02;40;3;7;33;25;1
2012094;2012-06-08;12;7;10;34;47;7
2016013;2016-01-30;1;3;31;11;49;1
2013012;2013-01-28;38;29;20;40;28;9
2012092;2012-01-08;33;45;17;30;11;6
2016011;2016-01-25;12;4;38;10;41;3
2013011;2013-01-26;18;39;2;23;34;6
2012089;2012-07-25;17;16;14;32;36;6
2016010;2016-01-23;42;3;15;41;33;3
2013010;2013-01-23;11;49;36;9;19;6
2012087;2012-07-21;22;3;1;44;40;3
2016009;2016-01-20;34;21;9;42;31;8
2013009;2013-01-21;35;7;32;38;22;6
2012085;2012-07-16;3;32;6;19;37;2
2015155;2015-12-28;10;12;7;20;45;7
2013007;2013-01-16;27;6;16;24;46;5
2012080;2012-04-07;13;40;37;17;39;6
2015152;2015-12-21;11;19;33;41;7;3
2013004;2013-09-01;30;33;22;29;26;9
2012078;2012-06-30;13;45;1;42;12;4
2015151;2015-12-19;4;25;42;39;38;7
2012154;2012-12-24;5;12;32;7;47;6
2012076;2012-06-25;27;11;40;10;13;7
2015148;2015-12-12;13;40;2;34;15;8
2012148;2012-10-12;36;16;4;20;47;8
2012074;2012-06-20;36;33;15;41;47;5
2015147;2015-09-12;6;34;12;49;10;7
2012145;2012-03-12;39;25;16;6;11;6
2012071;2012-06-13;33;48;20;8;3;10
2015144;2015-02-12;39;9;3;45;10;7
2012142;2012-11-26;35;15;48;44;9;6
2012070;2012-11-06;20;6;16;4;29;1
2015143;2015-11-30;27;19;5;35;40;9
2012141;2012-11-24;18;21;19;5;28;2
2012068;2012-06-06;21;23;12;24;13;6
2015141;2015-11-25;24;18;22;41;7;3
2012136;2012-12-11;25;45;20;6;48;7
2012067;2012-04-06;38;42;35;43;40;4
2015139;2015-11-21;43;24;12;18;16;10
2012135;2012-10-11;19;46;17;3;43;5
2012065;2012-05-30;9;30;13;17;5;3
2015134;2015-09-11;25;32;8;37;39;10
2012132;2012-03-11;15;11;9;22;36;8
2012064;2012-05-28;30;42;38;15;41;3
2015132;2015-04-11;32;11;8;21;15;6
2012130;2012-10-29;19;16;46;13;38;7
2012063;2012-05-26;27;47;40;41;29;7
2015131;2015-02-11;21;32;8;48;7;4
2012129;2012-10-27;29;2;41;47;10;1
2012062;2012-05-23;19;1;35;49;3;9
2015130;2015-10-31;33;36;48;43;34;10
2012127;2012-10-22;28;25;24;14;41;5
2012060;2012-05-19;11;23;48;24;42;2
2015128;2015-10-26;17;19;23;4;49;3
2012120;2012-06-10;27;1;47;30;39;4
2012059;2012-05-16;21;49;22;15;31;1
2015121;2015-10-10;41;23;15;30;45;7
2012116;2012-09-26;42;29;38;12;46;9
2012058;2012-05-14;26;11;3;22;43;6
2015115;2015-09-26;14;13;4;24;21;1
2012114;2012-09-22;17;23;37;44;25;9
2012057;2012-12-05;6;34;22;20;19;5
2015113;2015-09-21;42;47;28;27;12;5
2012110;2012-12-09;32;1;49;12;38;8
2012054;2012-05-05;21;10;37;8;11;9
2015110;2015-09-14;3;43;48;37;49;2
2012109;2012-10-09;19;28;43;3;25;9
2012053;2012-02-05;35;26;29;3;38;1
2015108;2015-09-09;3;19;10;44;41;7
2012108;2012-08-09;9;22;43;34;15;4
2012050;2012-04-25;44;15;20;30;29;7
2015107;2015-07-09;5;19;21;32;29;3
2012106;2012-03-09;34;27;22;18;37;3
2012048;2012-04-21;41;3;48;31;18;10
2015100;2015-08-22;19;4;20;29;49;9
2012096;2012-11-08;7;1;10;45;44;9
2012046;2012-04-16;2;21;13;1;16;2
2015096;2015-12-08;15;43;1;24;8;2
2012091;2012-07-30;35;6;38;4;13;3
2012044;2012-11-04;49;27;15;29;19;1
2015095;2015-10-08;37;44;14;12;28;5
2012090;2012-07-28;29;4;6;39;7;3
2012043;2012-09-04;26;14;31;33;2;10
2015091;2015-01-08;9;31;24;34;23;9
2012088;2012-07-23;40;31;38;23;28;3
2012040;2012-02-04;33;23;3;19;39;2
2015090;2015-07-29;22;2;3;42;36;9
2012081;2012-07-07;5;30;17;1;44;1
2012034;2012-03-19;10;28;4;11;15;4
2015086;2015-07-20;31;17;2;24;29;1
2012077;2012-06-27;22;41;5;1;11;7
2012032;2012-03-14;13;7;31;36;43;9
2015085;2015-07-18;45;41;37;35;18;3
2012072;2012-06-16;14;31;1;39;27;6
2012029;2012-07-03;6;39;31;22;16;7
2015083;2015-07-13;22;39;31;37;29;8
2012066;2012-02-06;26;9;34;39;22;1
2012028;2012-05-03;31;30;28;34;17;3
2015080;2015-06-07;17;12;36;35;43;3
2012061;2012-05-21;37;45;23;19;7;10
2012027;2012-03-03;2;24;3;39;27;8
2015079;2015-04-07;4;49;38;29;40;3
2012051;2012-04-28;48;22;10;2;37;4
2012023;2012-02-22;43;33;39;11;31;10
2015075;2015-06-24;29;49;38;25;41;2
2012049;2012-04-23;33;9;34;45;24;6
2012021;2012-02-18;49;48;5;17;47;6
2015068;2015-08-06;41;3;8;9;44;10
2012041;2012-04-04;36;40;27;38;11;8
2012018;2012-11-02;11;12;46;32;36;6
2015063;2015-05-27;22;32;42;8;29;3
2012038;2012-03-28;15;20;45;17;4;9
2012011;2012-01-25;2;23;8;30;48;5
2015059;2015-05-18;38;41;39;2;10;5
2012026;2012-02-29;14;27;11;17;35;4
2012009;2012-01-21;36;23;1;31;17;4
2015051;2015-04-29;42;20;2;35;49;3
2012025;2012-02-27;45;41;33;8;23;1
2012006;2012-01-14;1;38;19;49;29;8
2015049;2015-04-25;30;20;29;10;27;6
2012024;2012-02-25;8;7;19;4;27;1
2012001;2012-02-01;3;36;30;16;24;9
2015046;2015-04-18;44;1;49;38;20;3
2012022;2012-02-20;34;31;9;3;35;5
2011155;2011-12-26;36;43;42;23;28;4
2015041;2015-06-04;31;16;33;17;1;3
2012019;2012-02-13;23;9;22;24;36;5
2011154;2011-12-24;7;10;28;11;12;8
2015038;2015-03-30;4;20;13;10;32;1
2012017;2012-08-02;27;19;12;37;15;3
2011148;2011-10-12;14;43;26;30;28;8
2015032;2015-03-16;35;11;49;7;48;7
2012014;2012-01-02;16;5;49;43;2;7
2011145;2011-03-12;31;6;49;34;26;1
2015026;2015-02-03;17;11;27;48;23;1
2012013;2012-01-30;22;40;1;35;32;8
2011140;2011-11-21;46;33;31;49;18;1
2015024;2015-02-25;44;47;20;30;29;1
2012012;2012-01-28;23;12;47;15;18;6
2011134;2011-07-11;18;47;11;2;30;5
2015023;2015-02-23;40;3;22;4;28;2
2012010;2012-01-23;39;44;48;20;25;6
2011132;2011-02-11;2;38;44;35;42;9
2015022;2015-02-21;3;45;47;13;27;4
2012008;2012-01-18;21;9;33;13;42;4
2011131;2011-10-31;24;13;47;37;21;7
2015021;2015-02-18;44;21;29;9;25;7
2012007;2012-01-16;39;36;29;47;38;8
2011130;2011-10-29;12;17;46;42;38;8
2015016;2015-07-02;21;29;7;37;19;2
2011157;2011-12-31;32;35;17;28;2;2
2011126;2011-10-19;38;35;23;3;44;8
2015013;2015-01-31;14;31;46;25;4;5
2011152;2011-12-19;42;23;13;35;26;5
2011125;2011-10-17;14;13;18;4;48;10
2015012;2015-01-28;41;12;33;9;16;1
2011150;2011-12-14;42;14;21;33;48;1
2011123;2011-12-10;12;9;20;30;25;5
2015008;2015-01-19;25;4;18;7;35;4
2011149;2011-12-12;48;29;1;25;16;1
2011120;2011-05-10;20;2;7;42;27;5
2015006;2015-01-14;23;18;7;2;21;6
2011143;2011-11-28;11;24;1;15;2;9
2011119;2011-03-10;40;28;27;12;4;1
2015005;2015-12-01;20;15;27;13;34;1
2011142;2011-11-26;47;31;16;3;39;1
2011118;2011-01-10;25;38;14;32;15;3
2015004;2015-10-01;18;5;33;2;23;4
2011141;2011-11-23;39;16;6;10;21;5
2011116;2011-09-26;11;44;33;4;49;9
2015001;2015-03-01;31;32;12;28;48;3
2011139;2011-11-19;45;37;22;33;34;5
2011115;2011-09-24;36;4;41;33;40;6
2014157;2014-12-31;46;43;41;37;34;10
2011137;2011-11-14;25;43;18;22;3;7
2011113;2011-09-19;13;1;27;48;35;7
2014154;2014-12-24;31;36;4;22;18;7
2011129;2011-10-26;35;6;2;3;20;1
2011110;2011-12-09;13;45;18;32;30;2
2014147;2014-08-12;10;14;43;32;47;10
2011114;2011-09-21;40;20;46;19;16;4
2011107;2011-05-09;7;17;22;10;23;5
2014146;2014-06-12;43;37;20;10;18;8
2011112;2011-09-17;15;40;1;23;2;4
2011105;2011-08-31;7;42;39;9;5;3
2014144;2014-01-12;43;49;40;48;44;8
2011109;2011-10-09;15;1;28;24;10;5
2011100;2011-08-20;21;40;49;31;22;4
2014141;2014-11-24;18;47;49;32;17;3
2011103;2011-08-27;27;21;19;13;45;2
2011099;2011-08-17;8;49;29;45;3;9
2014140;2014-11-22;22;1;44;9;26;10
2011094;2011-06-08;17;13;15;4;39;4
2011096;2011-10-08;28;4;27;29;38;2
2014129;2014-10-27;13;32;12;28;33;6
2011093;2011-03-08;20;4;19;17;5;10
2011095;2011-08-08;18;12;1;26;30;9
2014123;2014-10-13;29;15;1;12;30;1
2011091;2011-07-30;8;41;20;46;12;1
2011092;2011-01-08;32;37;43;10;25;3
2014122;2014-11-10;24;19;10;28;15;9
2011089;2011-07-25;38;22;3;11;41;7
2011088;2011-07-23;43;32;18;13;46;5
2014119;2014-04-10;14;45;29;12;41;7
2011087;2011-07-20;26;45;18;23;6;6
2011086;2011-07-18;19;5;38;47;26;7
2014112;2014-09-17;23;18;10;6;3;4
2011085;2011-07-16;27;35;42;18;37;3
2011084;2011-07-13;4;46;41;12;16;6
2014107;2014-06-09;42;14;15;13;3;7
2011078;2011-06-29;38;11;37;1;18;4
2011081;2011-06-07;9;33;10;24;3;6
2014106;2014-03-09;10;38;20;4;13;4
2011076;2011-06-25;39;43;10;17;6;3
2011072;2011-06-15;47;41;9;37;36;8
2014098;2014-08-16;22;40;23;37;9;4
2011074;2011-06-20;27;2;23;8;36;9
2011069;2011-08-06;20;16;40;11;24;5
2014095;2014-09-08;34;4;5;9;21;7
2011071;2011-06-13;22;3;18;17;28;6
2011061;2011-05-21;27;15;35;5;14;10
2014094;2014-06-08;13;41;34;21;15;8
2011070;2011-11-06;39;32;44;37;5;5
2011060;2011-05-18;27;23;16;17;47;1
2014087;2014-07-21;21;3;9;27;10;4
2011068;2011-06-06;10;30;45;22;13;1
2011056;2011-09-05;13;48;3;26;22;7
2014082;2014-09-07;8;6;36;4;34;5
2011064;2011-05-28;2;5;3;1;43;9
2011055;2011-07-05;42;28;37;38;3;8
2014077;2014-06-28;40;24;22;13;43;3
2011063;2011-05-25;14;45;34;27;38;3
2011052;2011-04-30;8;49;42;9;2;3
2014073;2014-06-18;47;13;30;9;18;3
2011062;2011-05-23;15;29;38;19;33;3
2011051;2011-04-27;5;26;14;28;23;6
2014071;2014-06-14;7;24;18;34;5;5
2011059;2011-05-16;41;43;9;11;46;8
2011046;2011-04-16;17;35;24;47;6;8
2014069;2014-09-06;47;34;45;35;10;9
2011058;2011-05-14;38;31;35;42;3;8
2011044;2011-11-04;13;47;22;3;32;6
2014066;2014-02-06;41;35;47;26;22;5
2011050;2011-04-25;18;2;21;34;10;2
2011043;2011-09-04;6;20;31;22;41;8
2014053;2014-03-05;16;5;41;11;36;5
2011049;2011-04-23;40;21;28;32;8;9
2011042;2011-06-04;12;19;1;32;44;3
2014050;2014-04-26;2;38;43;14;3;4
2011048;2011-04-20;15;41;18;17;33;9
2011040;2011-02-04;5;24;7;46;35;3
2014049;2014-04-23;3;30;10;29;39;10
2011047;2011-04-18;6;10;22;7;21;5
2011038;2011-03-28;15;10;16;46;43;1
2014044;2014-12-04;5;34;42;16;10;10
2011037;2011-03-26;17;26;34;4;30;9
2011034;2011-03-19;26;10;11;23;1;8
2014038;2014-03-29;19;12;28;29;45;4
2011036;2011-03-23;13;4;24;21;10;5
2011016;2011-05-02;31;22;37;6;1;7
2014037;2014-03-26;40;47;38;11;21;6
2011033;2011-03-16;23;20;32;7;14;4
2011013;2011-01-29;14;33;44;31;12;8
2014035;2014-03-22;20;49;14;26;4;2
2011031;2011-12-03;15;34;22;33;16;9
2011011;2011-01-24;3;39;6;48;9;4
2014034;2014-03-19;27;19;5;26;28;9
2011030;2011-09-03;9;43;3;29;15;8
2011008;2011-01-17;48;49;36;24;21;5
2014033;2014-03-17;8;33;22;45;19;6
2011029;2011-07-03;7;38;23;9;17;5
2011007;2011-01-15;26;43;6;36;29;8
2014027;2014-03-03;41;40;28;21;36;10
2011025;2011-02-26;35;24;10;26;48;1
2011005;2011-10-01;35;33;40;37;11;4
2014026;2014-01-03;17;20;15;5;4;5
2011019;2011-12-02;13;38;2;45;4;2
2011002;2011-03-01;34;37;10;18;30;2
2014025;2014-02-26;19;41;5;22;33;1
2011015;2011-02-02;27;6;44;23;22;3
2010155;2010-12-27;30;44;42;39;13;9
2014019;2014-12-02;7;16;48;15;10;7
2011014;2011-01-31;20;10;13;43;3;5
2010153;2010-12-22;8;18;36;1;29;9
2014015;2014-03-02;44;33;5;1;13;2
2011009;2011-01-19;36;4;12;13;1;4
2010149;2010-12-13;6;14;49;40;9;3
2014014;2014-01-02;21;2;48;41;10;6
2011006;2011-12-01;41;40;30;28;17;7
2010146;2010-06-12;13;30;33;25;36;9
2014012;2014-01-27;46;19;33;1;48;4
2011001;2011-01-01;43;49;46;34;11;3
2010145;2010-04-12;33;12;24;7;15;6
2014010;2014-01-22;38;42;1;22;40;7
2010156;2010-12-29;47;15;46;29;11;3
2010139;2010-11-20;27;12;11;29;1;2
2014009;2014-01-20;10;1;42;40;35;5
2010154;2010-12-25;16;30;29;7;10;5
2010133;2010-06-11;24;19;35;7;42;3
2014008;2014-01-18;43;1;37;47;2;8
2010151;2010-12-18;35;41;40;11;22;7
2010127;2010-10-23;47;49;9;16;14;7
2014006;2014-01-13;33;3;47;29;20;4
2010150;2010-12-15;37;6;16;28;4;8
2010103;2010-08-28;13;16;18;20;19;2
2014005;2014-11-01;35;25;18;8;39;9
2010148;2010-11-12;38;3;9;11;28;1
2010102;2010-08-25;39;49;23;19;36;3
2014004;2014-08-01;4;42;29;45;14;8
2010147;2010-08-12;19;15;44;4;24;1
2010097;2010-08-14;21;27;9;49;11;5
2014003;2014-06-01;30;29;17;13;19;9
2010144;2010-01-12;34;14;32;31;46;3
2010091;2010-07-31;2;25;44;28;8;4
2014002;2014-04-01;1;29;45;6;16;5
2010143;2010-11-29;15;23;16;41;30;8
2010089;2010-07-26;4;42;37;23;43;7
2014001;2014-01-01;39;37;34;26;6;7
2010140;2010-11-22;4;21;17;23;26;2
2010088;2010-07-24;18;43;16;7;33;5
2013147;2013-09-12;45;33;20;24;6;6
2010138;2010-11-17;30;38;4;9;46;10
2010086;2010-07-19;27;24;16;10;47;5
2013146;2013-07-12;17;14;2;8;34;7
2010136;2010-11-13;5;17;25;38;29;2
2010085;2010-07-17;32;28;47;20;22;6
2013144;2013-02-12;33;34;19;40;36;5
2010135;2010-10-11;47;48;20;39;16;4
2010084;2010-07-14;48;30;5;26;11;1
2013143;2013-11-30;19;36;20;40;2;2
2010134;2010-08-11;35;6;9;14;47;9
2010083;2010-12-07;47;11;15;24;38;6
2013142;2013-11-27;16;12;45;34;11;9
2010132;2010-03-11;46;33;15;6;49;1
2010079;2010-03-07;10;46;2;33;28;8
2013133;2013-06-11;20;40;30;16;6;3
2010128;2010-10-25;4;36;40;10;41;10
2010078;2010-06-30;14;44;28;18;17;2
2013131;2013-02-11;7;12;4;13;18;9
2010121;2010-09-10;17;43;23;2;26;3
2010076;2010-06-26;47;16;11;37;7;10
2013128;2013-10-26;40;3;35;42;47;7
2010116;2010-09-27;15;1;23;22;46;9
2010072;2010-06-16;40;48;15;9;3;10
2013127;2013-10-23;5;11;20;22;10;3
2010115;2010-09-25;42;5;12;29;21;2
2010071;2010-06-14;15;48;23;49;45;2
2013125;2013-10-19;33;49;44;8;25;1
2010113;2010-09-20;1;37;25;45;17;9
2010070;2010-12-06;30;43;48;24;15;7
2013123;2013-10-14;21;35;19;15;33;4
2010108;2010-08-09;24;47;21;44;13;3
2010069;2010-09-06;14;48;44;24;20;10
2013116;2013-09-28;34;29;45;1;9;5
2010107;2010-06-09;29;22;17;19;43;8
2010065;2010-05-31;46;49;32;5;33;1
2013114;2013-09-23;2;11;21;1;36;1
2010106;2010-04-09;11;42;9;49;15;3
2010063;2010-05-26;47;3;35;22;6;1
2013106;2013-04-09;49;6;25;17;42;6
2010105;2010-01-09;20;39;33;21;16;2
2010055;2010-08-05;16;29;31;39;1;2
2013104;2013-08-31;26;3;2;33;14;7
2010100;2010-08-21;8;44;14;48;29;7
2010054;2010-05-05;10;30;18;27;4;1
2013103;2013-08-28;40;23;30;2;33;1
2010096;2010-11-08;7;22;8;26;5;2
2010050;2010-04-26;29;24;4;46;7;10
2013102;2013-08-26;49;1;9;14;25;10
2010094;2010-07-08;43;6;46;27;5;7
2010049;2010-04-24;17;34;27;3;41;4
2013101;2013-08-24;39;11;5;29;41;7
2010090;2010-07-28;25;37;7;10;47;10
2010048;2010-04-21;24;26;35;9;1;4
2013100;2013-08-21;39;12;38;11;26;10
2010082;2010-10-07;27;32;12;42;30;7
2010038;2010-03-29;2;44;41;34;46;2
2013098;2013-08-17;43;33;32;26;41;10
2010077;2010-06-28;41;49;42;19;12;8
2010033;2010-03-17;46;1;24;18;9;7
2013096;2013-12-08;4;11;38;28;21;7
2010073;2010-06-19;21;23;19;36;49;4
2010032;2010-03-15;18;15;1;4;38;6
2013094;2013-07-08;45;33;16;40;3;4
2010064;2010-05-29;33;21;49;26;46;1
2010025;2010-02-27;13;40;2;10;35;1
2013083;2013-07-13;31;21;37;10;28;8
2010056;2010-10-05;41;4;35;33;10;5
2010023;2010-02-22;41;48;18;11;24;2
2013082;2013-10-07;31;37;24;39;14;7
2010053;2010-03-05;8;11;12;26;48;6
2010021;2010-02-17;23;40;26;22;29;5
2013081;2013-08-07;44;8;24;25;26;5
2010051;2010-04-28;34;49;9;25;38;1
2010018;2010-10-02;6;45;19;12;11;10
2013079;2013-03-07;36;2;7;25;39;4
2010047;2010-04-19;44;22;17;38;2;8
2010017;2010-08-02;36;13;24;7;42;4
2013075;2013-06-24;29;5;24;19;10;1
